Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
1,11,74,78.15,84.55,3.3,99.75,42,4.2,16,0,0
3,10,70,62.78,75.12,3.5,98.91,40,3.8,29,0,0
3,12,91,81.11,85.73,3.2,71.0,42,4.9,12,1,0
1,9,96,74.76,96.96,3.8,79.02,40,4.9,2,1,0
1,9,90,89.11,78.8,5.0,79.2,55,3.4,27,0,0
3,12,63,74.73,77.04,3.7,99.06,39,4.2,13,0,1
3,10,100,74.0,80.18,5.0,73.38,51,3.4,3,0,0
0,1,84,84.81,99.77,3.5,99.33,37,4.6,13,0,0
1,9,90,84.13,88.08,4.6,93.71,49,4.6,5,1,0
1,11,98,68.76,77.71,4.6,78.17,55,4.9,28,1,0
1,9,58,88.04,86.98,4.3,95.28,43,3.5,30,0,0
4,13,52,86.81,75.73,3.0,85.0,39,3.8,19,0,1
4,0,56,75.32,92.8,4.6,75.33,41,4.2,0,0,0
3,10,67,94.23,92.03,4.9,79.39,43,4.4,24,0,0
2,14,54,87.1,78.01,4.3,76.98,50,4.7,26,0,1
1,9,92,81.05,99.53,4.4,79.8,38,3.2,22,0,0
4,0,89,85.02,77.78,4.9,96.6,47,4.5,10,1,0
3,12,69,60.95,80.48,3.2,91.48,36,3.3,8,0,1
4,3,82,81.53,78.04,4.3,93.0,51,3.7,27,0,0
0,2,70,75.27,82.87,3.2,70.12,50,4.8,29,0,0
1,9,71,87.27,90.85,3.3,97.94,51,4.5,27,0,0
3,4,97,87.39,76.32,4.2,85.87,43,4.9,24,1,0
0,1,84,86.83,75.36,3.5,91.73,38,4.3,7,0,0
3,10,74,67.03,81.05,3.7,97.14,53,4.5,11,0,0
1,9,77,65.95,89.42,3.8,95.03,45,4.0,26,0,0
2,14,79,94.13,94.73,3.0,96.09,43,4.0,30,0,0
1,9,58,78.71,83.32,4.6,94.97,37,4.8,11,0,1
0,1,81,85.87,92.77,4.7,78.77,41,3.5,27,0,0
0,2,65,72.52,75.97,3.6,96.73,40,4.1,3,0,1
0,2,73,84.55,92.21,4.8,78.8,39,4.1,17,0,0
2,6,61,65.25,82.48,4.9,87.7,47,3.8,28,0,1
1,11,86,65.21,79.79,4.7,95.34,49,3.4,15,0,0
4,0,76,60.64,83.55,4.5,76.48,50,4.3,6,0,0
4,3,99,62.85,90.07,3.3,73.03,39,3.3,27,0,0
4,0,50,76.88,84.28,4.6,91.25,44,3.1,20,0,1
0,2,80,93.29,94.59,3.0,86.11,55,4.2,0,0,0
1,7,56,63.08,98.62,3.3,97.52,46,3.8,30,0,0
0,2,90,61.72,80.98,4.2,97.0,52,4.4,10,1,0
0,1,100,63.8,82.57,3.2,78.13,40,4.1,11,1,0
4,3,71,84.98,77.81,4.0,89.32,39,4.5,16,0,0
0,2,76,88.5,81.25,3.4,92.5,38,3.2,21,0,0
4,3,71,67.62,100.0,4.1,73.09,36,3.7,6,0,0
3,4,70,67.05,87.97,3.1,81.57,39,3.7,13,0,0
2,5,72,67.28,88.27,3.3,71.21,40,3.7,20,0,0
0,2,72,73.51,79.21,4.2,99.95,50,3.8,8,0,0
4,0,97,71.6,97.76,4.9,78.07,46,4.7,6,1,0
2,5,60,60.54,86.84,4.6,81.09,36,4.1,16,0,0
3,10,56,67.96,79.29,4.5,86.47,35,3.1,26,0,1
0,2,53,71.27,85.06,3.8,99.44,38,4.8,18,0,0
4,0,58,68.09,77.62,3.4,73.64,45,4.4,21,0,1
1,7,80,84.24,92.81,3.7,94.42,54,3.1,3,0,0
1,11,56,78.0,80.45,3.3,73.46,40,5.0,19,0,1
4,0,82,71.8,78.05,3.3,77.69,36,3.8,9,0,0
1,7,80,90.75,98.87,3.9,78.44,36,4.7,30,0,0
4,3,66,80.24,99.03,5.0,70.68,50,4.2,25,0,0
2,5,98,70.42,79.34,3.7,72.49,43,3.6,30,0,0
3,10,76,70.49,81.75,4.9,80.37,42,4.0,11,0,0
3,12,66,79.16,78.63,3.2,78.81,55,4.3,0,0,1
1,9,83,78.44,80.88,3.0,97.51,41,3.0,18,0,0
2,6,80,65.38,93.1,4.5,75.14,48,4.7,18,0,0
0,8,87,79.9,88.09,3.8,82.57,40,4.9,21,1,0
1,7,56,60.93,87.68,3.7,96.59,43,4.4,27,0,0
0,1,72,69.55,97.83,4.8,79.03,37,3.3,1,0,0
0,1,82,67.76,78.6,3.8,99.86,35,4.5,21,0,0
4,0,99,81.9,81.84,4.6,94.71,51,4.7,13,1,0
1,9,94,69.41,76.1,3.2,78.62,51,4.6,6,1,0
2,14,83,62.81,85.79,3.5,80.62,50,3.8,27,0,0
3,12,79,69.06,94.21,3.7,90.48,49,3.8,17,0,0
3,4,55,69.72,98.28,4.4,83.59,42,4.2,23,0,0
2,14,57,69.22,81.68,3.6,86.58,39,4.9,2,0,1
2,5,63,65.8,87.19,3.4,97.73,52,3.3,20,0,0
3,12,84,94.0,86.39,4.6,90.08,55,4.8,13,0,0
3,10,61,74.96,97.58,3.3,76.09,49,3.5,3,0,0
4,0,57,77.6,99.36,3.1,90.56,48,3.0,9,0,0
0,8,75,68.79,80.65,3.3,77.77,40,4.9,26,0,0
0,1,54,93.89,91.38,4.7,77.23,53,4.2,20,0,0
4,3,52,85.18,86.91,3.1,93.16,55,3.0,7,0,0
1,11,85,83.52,89.03,3.4,78.52,36,3.3,6,0,0
0,2,92,74.46,86.68,3.8,70.04,46,4.1,13,1,0
3,10,91,65.04,86.84,3.5,77.1,55,4.4,10,1,0
0,1,88,60.47,77.63,5.0,98.23,47,4.3,26,1,0
4,0,98,92.28,81.85,4.5,78.34,45,3.7,28,0,0
1,11,54,67.71,87.36,4.9,97.05,48,4.8,1,0,0
1,11,94,85.29,78.74,4.5,88.03,38,3.6,9,0,0
1,11,86,81.68,79.97,3.7,96.96,42,4.3,9,1,0
0,1,51,83.9,94.29,4.4,74.68,55,3.8,30,0,0
1,9,71,64.4,87.59,4.1,88.96,44,4.0,29,0,0
1,7,74,93.43,77.61,4.9,86.77,40,4.2,25,0,0
3,12,96,94.45,81.57,3.8,91.74,39,4.6,13,1,0
0,2,53,84.25,87.08,3.9,94.64,40,3.2,26,0,0
4,13,88,68.5,97.24,4.9,93.35,41,3.4,14,0,0
1,11,100,67.74,82.33,3.0,89.99,53,4.0,29,0,0
4,13,53,79.44,80.62,4.1,87.61,47,4.0,20,0,1
3,10,73,94.01,90.64,4.7,74.39,50,3.8,20,0,0
3,4,92,78.46,85.88,4.3,73.16,52,4.3,15,1,0
4,3,92,85.0,85.66,5.0,76.98,44,3.5,14,0,0
0,2,67,91.31,88.51,3.3,82.93,38,4.8,13,0,0
1,7,67,84.86,80.1,3.1,70.97,44,3.8,15,0,1
3,4,96,76.01,76.12,4.0,94.26,41,3.2,5,0,0
1,7,51,81.42,75.28,4.0,97.37,45,3.2,13,0,1
1,11,91,73.74,78.32,5.0,77.0,48,3.6,19,0,0
3,10,76,68.29,87.4,3.7,79.46,54,4.6,2,0,0
1,11,99,68.8,75.21,3.1,76.9,49,4.2,20,1,0
3,4,58,89.17,97.61,3.1,91.23,44,4.1,18,0,0
0,8,67,91.64,77.28,4.0,77.85,50,3.7,13,0,1
4,0,58,83.14,91.64,3.1,72.2,46,4.2,13,0,0
3,12,96,86.5,82.68,3.1,92.98,51,4.8,17,1,0
2,6,72,67.39,78.11,3.1,83.81,42,3.7,16,0,0
3,4,70,82.73,86.93,4.7,82.23,46,3.7,0,0,0
4,0,51,85.28,75.89,5.0,98.96,39,3.3,25,0,1
4,0,63,78.63,75.13,3.7,81.79,54,4.2,4,0,1
1,7,81,83.61,75.42,3.8,96.6,48,3.0,26,0,0
4,13,59,93.86,84.54,4.2,78.5,54,4.4,10,0,1
3,4,90,69.06,79.73,4.0,71.53,48,3.5,12,0,0
3,4,68,72.87,91.45,4.0,92.75,39,3.9,6,0,0
3,12,95,76.66,83.72,4.8,98.65,44,4.3,24,1,0
1,7,89,76.16,82.08,3.8,79.65,39,4.5,0,1,0
0,8,59,72.61,83.29,3.2,72.19,37,4.5,10,0,1
4,13,74,70.05,80.35,4.5,76.64,47,4.2,14,0,0
1,7,76,87.95,84.01,3.4,77.57,45,4.5,7,0,0
2,14,90,64.63,86.6,3.2,94.71,37,4.1,29,1,0
1,9,58,62.38,83.96,4.3,97.39,37,3.3,16,0,1
0,2,62,84.37,94.98,3.3,81.66,45,4.0,14,0,0
3,12,85,90.15,93.46,3.2,98.03,36,3.7,4,0,0
1,9,83,85.61,82.62,3.2,81.13,37,4.1,1,0,0
2,5,61,67.08,78.39,4.9,80.34,52,3.4,27,0,1
4,0,70,76.44,85.13,3.8,80.48,39,3.3,14,0,0
3,4,60,90.71,95.63,3.3,83.34,35,3.1,29,0,0
2,6,85,87.43,81.94,4.8,80.31,44,3.0,27,0,0
2,6,95,81.51,91.23,4.7,97.57,44,3.1,14,0,0
3,12,100,65.27,93.64,3.1,74.36,39,4.2,2,1,0
1,11,91,67.51,89.87,3.4,70.48,53,4.3,9,1,0
1,7,61,65.7,77.61,4.6,95.12,54,4.9,24,0,1
1,9,59,81.56,84.44,3.2,94.02,40,4.6,4,0,1
1,7,95,60.32,78.73,4.6,77.55,44,3.9,5,0,0
2,6,57,75.41,92.51,4.2,81.65,37,3.6,10,0,0
2,5,64,64.96,89.36,4.2,78.91,42,4.9,22,0,0
4,0,67,91.98,75.53,3.0,70.16,47,3.2,26,0,1
2,6,66,67.31,99.99,3.2,77.42,39,3.8,8,0,0
2,5,71,76.2,76.04,3.1,97.51,42,3.4,12,0,0
4,3,85,78.48,76.61,4.1,95.79,53,3.3,27,0,0
4,13,93,62.57,87.42,3.9,86.95,42,4.7,1,1,0
3,12,84,68.47,76.36,4.4,83.69,39,4.9,18,0,0
3,12,84,68.39,77.11,4.3,85.66,45,4.2,4,0,0
0,8,96,60.33,96.65,4.5,71.53,41,3.4,3,0,0
2,6,79,65.0,75.17,4.7,74.21,50,4.4,5,0,0
3,4,64,90.29,94.82,3.7,73.29,37,4.7,20,0,0
3,10,80,76.17,90.31,3.5,81.52,52,4.9,13,0,0
2,6,98,94.2,88.9,4.6,84.96,41,3.9,1,0,0
4,3,61,82.86,75.51,3.4,73.56,36,4.7,7,0,1
2,14,75,87.22,79.71,3.7,76.86,43,3.5,20,0,0
2,14,71,84.01,82.37,4.1,94.28,45,4.6,23,0,0
0,2,65,75.39,84.36,3.1,89.77,40,4.9,23,0,1
3,12,90,63.82,99.35,3.2,74.63,44,4.7,29,1,0
4,13,71,88.6,96.18,4.5,87.39,35,3.6,11,0,0
4,0,77,63.59,76.86,4.6,77.04,45,3.4,14,0,0
2,6,52,85.03,76.51,4.2,89.67,51,4.1,3,0,1
0,2,91,71.09,93.11,3.9,76.97,44,4.5,18,1,0
1,7,82,91.07,86.25,4.6,83.37,47,4.3,3,0,0
4,0,50,72.7,90.06,3.2,86.34,45,3.5,24,0,0
1,9,80,72.2,93.68,4.4,81.88,46,3.7,11,0,0
1,11,58,81.91,95.62,3.7,81.08,51,3.6,3,0,0
4,3,93,80.38,81.86,4.4,71.29,36,4.4,17,1,0
1,11,82,84.18,93.52,4.6,97.42,55,3.1,12,0,0
1,11,73,83.63,80.0,3.4,80.78,49,3.4,24,0,0
1,11,86,84.28,82.49,4.4,98.58,46,4.2,0,1,0
2,14,61,63.9,84.23,3.0,77.32,48,4.6,23,0,1
0,8,78,93.98,89.39,3.2,88.77,40,4.4,2,0,0
4,3,77,67.18,83.71,4.5,82.63,44,4.2,19,0,0
4,3,54,61.27,99.52,3.5,94.02,53,4.8,17,0,0
3,4,56,83.66,82.4,5.0,78.27,54,4.0,3,0,1
4,13,54,89.23,99.64,3.5,98.84,44,4.3,2,0,0
1,7,94,92.26,89.82,3.7,80.99,51,3.2,27,0,0
1,11,57,85.05,99.79,4.8,76.48,53,4.9,0,0,0
1,7,95,88.64,93.79,4.5,80.6,52,3.2,22,0,0
3,12,85,71.0,93.13,4.7,77.05,38,3.4,21,0,0
0,2,84,93.67,84.87,3.1,80.75,36,4.2,29,0,0
2,6,91,68.54,81.08,3.2,94.12,50,3.6,0,0,0
4,3,57,91.11,88.04,4.7,91.34,43,4.0,25,0,0
4,0,56,60.33,93.45,4.4,76.57,54,4.6,10,0,0
2,5,74,91.55,93.14,4.9,79.05,43,4.5,16,0,0
4,0,83,83.84,92.81,4.1,93.86,45,4.4,29,0,0
1,9,66,93.5,96.74,3.4,81.85,37,3.4,30,0,0
0,1,81,67.92,84.4,4.1,98.12,53,3.2,25,0,0
0,2,99,84.13,82.39,4.1,95.26,44,3.6,0,0,0
2,6,65,90.44,92.87,3.3,71.79,48,3.2,22,0,0
2,6,59,64.69,96.5,4.9,76.23,51,4.8,3,0,0
1,11,79,64.53,97.94,4.5,71.05,52,3.1,21,0,0
0,1,96,66.78,98.96,3.9,83.38,48,4.4,27,1,0
1,9,86,62.78,81.84,4.2,71.42,46,3.1,17,0,0
3,10,91,88.9,95.79,4.0,85.62,49,3.2,1,0,0
3,4,93,63.92,86.7,3.1,84.42,52,4.5,0,1,0
0,1,99,60.8,89.28,3.4,75.29,50,3.1,16,0,0
1,9,81,81.72,97.81,4.7,79.52,45,4.5,30,0,0
2,14,78,66.36,84.71,3.4,72.49,38,4.4,9,0,0
2,5,80,83.38,80.33,3.1,93.9,39,4.6,12,0,0
0,2,72,78.59,91.02,3.1,85.85,38,4.5,26,0,0
3,12,79,73.94,92.35,3.0,82.4,46,3.2,17,0,0
1,11,75,60.43,76.39,4.5,77.05,52,4.7,16,0,0
0,2,98,61.36,93.74,4.9,95.04,40,3.8,10,0,0
3,12,62,62.32,88.62,4.9,80.55,38,3.2,10,0,0
3,4,85,68.79,82.8,4.5,77.28,44,3.5,8,0,0
1,7,56,93.17,81.4,4.6,91.37,38,4.4,16,0,1
2,5,70,77.39,90.37,3.7,70.97,47,4.2,24,0,0
3,12,59,77.06,89.49,4.4,98.77,44,3.8,5,0,0
1,7,75,63.91,76.57,3.7,96.8,37,3.5,23,0,0
2,5,63,78.66,78.87,4.9,83.46,40,3.7,10,0,1
3,10,65,63.11,90.02,4.4,94.7,45,4.4,25,0,0
4,3,93,67.82,92.94,3.1,87.31,53,3.7,18,0,0
4,0,92,83.33,86.82,4.6,70.05,42,4.0,21,0,0
2,5,60,86.19,97.49,4.3,78.9,36,3.1,29,0,0
1,9,87,94.15,90.73,3.9,89.84,46,3.4,1,0,0
1,11,71,91.5,85.76,3.3,78.41,35,4.5,27,0,0
1,7,98,82.22,95.77,3.4,99.31,36,4.9,25,1,0
1,9,91,88.32,81.47,3.8,72.6,47,4.7,7,1,0
4,0,100,60.59,75.12,4.5,88.61,44,4.5,9,1,0
3,4,97,79.04,82.84,4.1,94.61,50,4.0,4,0,0
4,0,74,74.85,79.26,4.0,95.81,45,3.9,0,0,0
0,8,94,66.77,78.16,4.4,74.93,51,4.0,26,0,0
4,13,77,77.87,88.93,3.3,76.89,35,4.7,28,0,0
4,3,50,70.03,98.94,4.5,84.19,38,3.5,4,0,0
1,9,51,74.67,81.32,4.2,97.95,38,3.4,0,0,1
0,8,53,81.59,79.11,4.6,86.31,41,3.1,13,0,1
3,12,51,70.8,93.43,4.0,73.83,46,4.5,18,0,0
4,13,70,78.22,93.59,4.9,74.47,35,4.3,16,0,0
3,10,74,64.49,91.91,3.9,94.04,46,3.4,4,0,0
3,4,64,67.0,77.32,3.9,98.79,41,4.0,25,0,1
1,11,56,66.7,85.1,3.6,78.25,55,3.5,12,0,0
3,10,96,94.08,98.84,4.5,91.16,49,3.5,13,0,0
1,11,84,61.43,88.68,4.5,89.13,40,4.7,26,0,0
2,14,73,73.18,86.25,3.9,81.85,49,5.0,5,0,0
2,5,73,71.64,87.73,4.7,87.26,53,3.8,29,0,0
3,4,84,63.37,81.15,4.9,81.87,49,4.8,0,0,0
4,0,78,64.0,80.11,3.7,98.5,52,4.2,24,0,0
0,1,55,64.41,93.08,4.5,84.06,44,3.7,0,0,0
4,3,84,89.08,77.27,4.0,87.44,46,3.8,9,0,0
4,3,58,75.34,79.92,3.2,85.49,52,4.3,21,0,1
2,14,51,60.6,98.22,3.6,93.49,46,3.6,19,0,0
2,6,89,93.82,86.64,3.3,91.44,42,4.0,27,0,0
3,12,85,60.76,94.03,4.3,85.25,41,3.1,2,0,0
0,2,72,66.47,93.54,3.1,98.36,35,3.4,17,0,0
0,2,78,84.37,83.5,3.3,89.78,54,3.8,9,0,0
2,5,84,64.95,97.71,3.1,98.37,37,3.1,14,0,0
3,12,52,87.62,75.13,4.7,87.08,53,3.5,12,0,1
0,8,85,79.54,95.03,3.9,90.89,43,3.1,8,0,0
0,1,50,80.86,77.85,3.5,85.73,51,3.9,30,0,1
0,1,80,91.99,89.31,5.0,84.03,53,3.7,12,0,0
2,14,50,64.3,91.42,3.3,81.51,39,3.6,11,0,0
2,14,74,80.28,92.11,4.6,94.52,42,4.6,9,0,0
1,9,62,91.17,84.42,3.7,96.33,53,3.5,4,0,1
4,13,99,87.68,98.75,3.0,88.94,55,4.2,25,1,0
1,11,53,89.71,87.88,3.2,75.49,37,3.4,9,0,0
1,7,99,82.45,80.48,4.8,96.98,47,3.4,20,0,0
3,10,80,77.95,88.64,4.1,76.19,49,4.6,22,0,0
4,13,96,76.55,78.0,4.4,70.9,35,3.4,0,0,0
0,1,87,64.72,99.18,4.4,96.0,39,4.6,5,1,0
0,8,74,67.85,82.57,4.5,94.35,48,4.8,5,0,0
2,5,95,82.06,96.25,3.5,95.89,48,3.7,9,0,0
4,0,63,87.34,83.49,4.0,79.78,41,3.9,9,0,1
2,5,69,91.75,78.89,3.9,82.22,41,4.0,23,0,1
0,8,81,83.99,89.11,3.2,93.44,47,3.1,10,0,0
1,9,85,71.85,78.74,4.0,90.03,44,3.8,15,0,0
0,1,90,81.14,93.97,3.8,83.86,52,3.8,11,0,0
1,7,52,80.81,80.45,3.7,71.89,45,3.6,23,0,1
2,14,100,89.39,97.74,4.4,91.01,35,4.9,5,1,0
4,3,97,60.6,76.0,4.2,89.96,35,3.7,16,0,0
3,4,90,79.37,76.25,3.9,91.45,49,4.6,13,1,0
1,9,80,78.86,97.45,4.3,87.94,55,4.0,25,0,0
2,5,63,65.72,83.68,4.8,75.7,42,3.8,16,0,1
0,2,75,64.76,85.81,4.3,89.61,53,3.0,6,0,0
0,8,98,68.25,78.38,3.9,82.79,43,3.3,13,0,0
3,10,54,92.56,77.31,4.1,79.08,39,3.2,19,0,1
3,12,57,93.15,89.94,3.1,81.66,47,4.3,26,0,0
3,10,65,68.41,95.61,4.0,96.97,50,3.2,13,0,0
4,0,71,78.88,96.01,3.1,92.94,52,4.7,28,0,0
0,8,88,63.4,93.39,3.2,85.01,39,3.8,25,0,0
1,7,55,94.04,77.87,4.6,98.55,50,4.4,6,0,1
1,11,99,74.53,95.53,3.9,80.54,43,4.3,22,1,0
3,12,62,91.51,81.4,4.0,79.87,40,4.9,11,0,1
4,0,91,62.83,80.8,4.6,96.21,44,4.6,20,1,0
4,0,66,75.92,84.22,4.5,92.37,44,4.5,11,0,1
3,10,100,87.39,95.95,3.3,75.3,46,4.0,30,0,0
4,0,73,93.25,90.37,4.1,70.89,38,3.9,27,0,0
0,1,72,83.01,93.01,4.3,88.18,55,4.5,4,0,0
3,10,50,61.44,96.34,4.5,90.47,43,3.0,8,0,0
2,6,93,76.25,78.93,3.1,98.36,47,3.5,4,0,0
1,9,83,70.7,76.36,4.9,78.4,50,3.2,18,0,0
3,12,58,87.06,79.96,3.7,78.18,50,3.4,18,0,1
2,14,57,92.15,91.19,4.5,87.31,46,4.7,6,0,0
2,14,84,94.48,92.15,3.1,87.01,47,3.2,24,0,0
2,6,81,83.37,87.77,4.3,89.18,40,4.0,12,0,0
3,12,99,79.5,95.63,4.0,83.82,54,4.5,6,1,0
3,10,72,69.76,83.71,3.8,77.78,54,4.4,26,0,0
4,13,85,86.61,75.34,4.6,96.85,54,3.2,11,0,0
2,14,83,81.93,79.69,4.6,90.26,43,3.6,14,0,0
2,14,66,90.63,80.75,4.6,73.66,48,3.5,13,0,1
2,5,55,67.75,75.51,3.0,79.69,54,3.0,10,0,1
3,12,96,82.6,79.51,3.0,91.5,36,4.9,6,1,0
4,13,59,60.47,77.27,4.5,77.83,41,4.5,12,0,1
0,2,84,64.51,80.05,3.5,81.59,45,3.7,8,0,0
2,6,55,62.85,92.82,3.7,84.7,51,3.7,27,0,0
3,4,92,87.72,83.08,4.8,85.42,35,4.1,11,1,0
1,9,97,92.76,95.3,4.7,91.12,49,5.0,17,1,0
0,8,52,83.27,96.06,3.6,98.17,47,4.4,19,0,0
0,2,74,65.94,89.33,3.5,79.38,40,4.6,6,0,0
0,2,91,61.19,79.7,4.6,71.28,51,4.4,12,1,0
1,9,64,65.35,92.28,3.4,87.76,48,4.5,2,0,0
0,8,58,87.38,98.28,4.0,74.46,48,3.5,13,0,0
3,4,85,81.04,83.95,3.1,93.26,54,4.7,10,0,0
0,8,57,93.86,91.24,3.2,74.94,55,4.0,14,0,0
1,9,76,83.42,99.41,4.6,94.68,48,4.7,12,0,0
1,11,100,77.71,89.67,3.1,86.83,39,3.8,21,0,0
4,3,93,85.42,90.32,3.4,88.9,48,3.3,30,0,0
0,2,89,84.34,83.48,4.5,70.02,36,4.8,19,1,0
4,0,76,71.07,87.64,4.6,73.34,49,3.3,13,0,0
0,8,58,85.36,92.23,4.4,77.56,43,4.0,29,0,0
1,11,83,94.86,95.13,4.2,78.72,53,3.9,14,0,0
4,0,93,82.43,87.95,4.1,95.92,54,4.5,2,1,0
0,1,63,62.32,96.31,3.8,96.34,41,4.5,9,0,0
1,7,55,88.46,98.27,3.2,92.02,40,4.1,7,0,0
4,3,54,76.78,97.56,4.3,86.73,37,4.7,11,0,0
2,5,97,67.65,99.94,4.7,88.71,41,5.0,10,1,0
0,1,58,62.48,85.53,4.7,85.91,47,4.7,6,0,0
4,3,76,86.31,87.69,4.3,90.88,53,3.2,28,0,0
3,12,63,69.93,98.81,4.4,89.47,36,3.3,3,0,0
3,4,96,94.65,82.47,4.7,87.5,37,3.3,24,0,0
3,4,85,83.84,91.74,4.9,98.04,48,4.7,29,0,0
1,9,96,75.63,76.02,4.2,97.53,51,4.0,30,0,0
2,14,65,76.66,89.11,4.1,94.95,51,4.4,22,0,0
1,9,55,84.62,81.21,3.5,98.68,42,3.2,4,0,1
3,4,86,72.93,85.34,4.8,97.75,38,4.7,15,1,0
1,7,86,67.06,75.14,4.2,88.63,48,3.0,28,0,0
3,4,70,67.64,92.74,4.7,75.31,44,3.4,22,0,0
3,10,70,67.29,81.55,3.5,77.19,44,4.8,8,0,0
4,13,64,86.21,93.96,4.9,83.65,53,4.7,11,0,0
3,4,99,67.31,99.66,5.0,75.02,42,3.2,9,0,0
4,0,87,83.65,78.9,3.2,92.45,35,4.3,14,1,0
1,11,77,78.59,92.88,3.9,95.54,43,4.3,28,0,0
0,2,51,65.16,81.47,4.7,94.67,36,4.4,5,0,1
1,9,82,72.34,90.41,3.1,80.86,47,4.4,11,0,0
4,3,94,66.36,77.23,4.6,77.27,43,4.0,21,0,0
0,2,84,93.03,80.6,4.3,77.79,40,3.4,29,0,0
1,11,50,74.35,82.86,3.9,94.68,43,3.2,29,0,1
4,13,99,79.8,76.08,3.2,98.19,36,4.3,13,1,0
0,1,94,90.79,95.54,4.5,93.32,47,4.4,22,1,0
2,6,71,68.38,86.5,3.5,87.6,38,4.8,13,0,0
0,8,56,74.0,83.58,3.5,94.19,40,4.9,17,0,1
3,10,62,71.46,93.05,4.3,95.18,42,3.4,29,0,0
1,9,91,87.03,85.37,4.5,94.09,55,4.2,27,1,0
4,3,82,61.13,96.09,3.9,76.51,54,3.3,30,0,0
0,2,80,88.94,90.32,3.4,75.51,53,3.8,14,0,0
4,13,59,89.08,98.89,4.5,77.71,44,3.1,12,0,0
4,0,60,67.55,75.08,4.6,92.28,37,3.5,8,0,1
2,6,73,62.34,83.83,3.7,83.52,45,3.3,24,0,0
1,7,65,80.51,75.62,3.6,80.79,45,4.7,29,0,1
2,14,99,81.45,80.94,4.6,70.54,52,4.1,20,1,0
0,1,83,75.59,92.76,4.7,99.16,36,3.1,20,0,0
3,10,88,60.55,92.11,4.0,92.28,47,4.9,25,1,0
3,10,72,76.35,99.35,4.9,76.39,38,4.3,3,0,0
3,4,52,75.18,98.65,4.4,83.25,47,4.0,23,0,0
3,12,90,87.24,83.15,4.1,81.36,50,3.2,3,0,0
3,12,97,76.48,86.94,4.6,98.74,55,4.5,21,1,0
2,14,77,88.44,95.35,4.1,99.16,49,4.9,26,0,0
0,1,100,73.81,78.19,4.7,87.06,39,3.5,5,0,0
4,13,89,81.78,80.58,4.5,93.08,52,3.2,2,0,0
1,9,93,82.09,88.78,3.8,78.03,40,4.6,0,1,0
4,3,82,92.54,98.58,3.5,75.14,40,4.2,16,0,0
3,10,61,77.62,89.97,4.1,74.79,48,4.7,14,0,0
4,13,63,69.72,91.99,3.8,90.73,52,3.7,2,0,0
3,12,83,84.54,99.19,4.8,82.54,41,4.3,8,0,0
4,3,73,81.76,79.42,4.5,93.36,47,3.7,4,0,0
0,8,85,75.65,88.87,3.1,92.55,54,3.4,24,0,0
2,6,65,81.81,90.32,3.1,76.69,53,3.4,18,0,0
0,8,63,88.02,99.33,3.4,73.01,36,3.0,18,0,0
3,12,67,70.75,97.74,4.5,97.8,50,3.4,25,0,0
3,10,77,72.07,95.31,3.2,89.53,36,3.9,23,0,0
1,11,84,90.42,83.25,4.8,98.33,47,3.6,21,0,0
1,9,71,61.48,82.8,4.5,87.3,54,4.3,4,0,0
3,12,76,87.36,88.2,3.3,94.36,42,3.2,4,0,0
1,9,81,76.37,95.34,3.6,89.02,50,3.8,12,0,0
3,10,99,91.48,78.21,3.6,96.97,48,3.5,17,0,0
4,3,84,73.46,75.59,3.3,95.47,55,4.8,10,0,0
0,8,83,92.92,83.43,4.8,98.51,37,3.3,19,0,0
2,14,52,78.13,81.17,3.9,77.15,40,3.1,18,0,1
0,1,65,73.4,77.06,4.5,86.59,39,3.1,18,0,1
4,13,59,64.43,80.09,4.1,75.21,53,4.2,23,0,1
1,9,87,64.05,95.83,4.2,73.6,38,3.2,0,0,0
0,8,64,91.51,83.1,4.6,93.96,38,4.0,18,0,1
1,7,59,64.47,97.23,4.8,95.82,44,4.5,2,0,0
0,1,90,86.83,95.14,3.6,84.82,36,4.0,10,0,0
3,12,51,94.13,79.89,4.3,81.19,39,4.7,3,0,1
4,13,63,71.37,82.92,3.0,77.95,54,4.8,0,0,1
2,5,88,79.41,84.48,5.0,87.94,48,3.9,9,0,0
3,10,54,77.89,93.02,3.4,98.46,41,3.7,12,0,0
3,12,72,91.89,95.0,3.5,77.32,49,4.9,5,0,0
4,0,88,94.99,85.96,3.4,93.39,43,3.8,27,0,0
3,10,88,70.28,95.29,3.6,77.37,37,3.3,4,0,0
1,11,64,92.8,87.81,4.4,70.52,36,3.9,22,0,0
2,6,93,67.04,98.39,3.5,92.6,54,3.8,3,0,0
4,13,98,64.4,78.82,3.4,87.27,55,4.8,10,1,0
3,10,65,77.04,80.52,4.9,81.6,45,4.0,9,0,1
1,11,75,82.79,94.97,3.8,73.81,38,3.8,19,0,0
0,8,87,72.53,93.15,3.1,72.23,38,3.6,22,0,0
1,9,89,68.85,96.27,4.0,80.86,51,3.7,24,0,0
1,7,78,90.12,82.11,3.7,74.94,54,3.8,20,0,0
0,2,50,83.42,84.47,4.5,97.89,45,4.0,15,0,1
1,7,78,76.89,96.06,4.4,92.98,39,4.2,18,0,0
3,4,95,66.85,82.69,3.7,81.98,47,4.6,12,1,0
4,0,99,90.86,83.61,4.3,91.51,50,4.2,20,1,0
